Agency,Program Model,Division,Site Name,Address,Street Number,Street Direction,Street Name,Street Type,Address Line 2,City,State,ZIP,Phone Number,Phone Extension,Ward,Community Area,Community Area Number,X Coordinate,Y Coordinate,Latitude,Longitude,Location
New Moms Inc,Project Based Transitional Housing,Homeless Services,Transformation Center Housing (TCH),5317 W CHICAGO AVE.,5317,W,CHICAGO,AVE.,,Chicago,IL,60651,7732523253,,37,AUSTIN,25,1140666.2147579,1904777.675891,41.8947971,-87.7588239,"(41.8947971, -87.7588239)"
"North Side Housing & Supportive Services, Inc.",Community Hospitality Center (Drop-In Centers),Homeless Services,Daytime Support Services Center,4750 N SHERIDAN RD,4750,N,SHERIDAN,RD,,Chicago,IL,60640,7732718377,,46,UPTOWN,3,1168730.2766929,1931933.6680382,41.9687526,-87.6549633,"(41.9687526, -87.6549633)"
"North Side Housing & Supportive Services, Inc.",Interim Housing,Homeless Services,Interim Housing Uptown,941 W LAWRENCE ,941,W,LAWRENCE,,,Chicago,IL,60640,7735164116,,46,UPTOWN,3,1168976.7411827,1932022.1548897,41.96899,-87.6540544,"(41.96899, -87.6540544)"
"North Side Housing & Supportive Services, Inc.",Permanent Supportive Housing,Homeless Services,Permanent Supportive Housing Support Services,3340 N CLARK ST,3340,N,CLARK,ST,,Chicago,IL,60657,7732446409,,44,LAKE VIEW,6,1169316.7966179,1922450.3953383,41.9427174,-87.6530835,"(41.9427174, -87.6530835)"
"North Side Housing & Supportive Services, Inc.",Shelter Plus Care,Homeless Services,Shelter Plus Care XV,835 W ADDISON ST,835,W,ADDISON,ST,,Chicago,IL,60613,7732446401,,44,LAKE VIEW,6,1169914.6718988,1924085.7312903,41.9471918,-87.6508381,"(41.9471918, -87.6508381)"
Olive Branch Mission,Interim Housing,Homeless Services,Frontline Youth Opportunies,6310 S CLAREMONT ,6310,S,CLAREMONT,,,Chicago,IL,60636,7734766200,26,16,CHICAGO LAWN,66,1161787.0227947,1862668.1277488,41.7788297,-87.6824247,"(41.7788297, -87.6824247)"
Olive Branch Mission,Interim Housing,Homeless Services,Lamplight 1 Interim Hsing,6310 S CLAREMONT ,6310,S,CLAREMONT,,,Chicago,IL,60636,7734766200,13,16,CHICAGO LAWN,66,1161787.0227947,1862668.1277488,41.7788297,-87.6824247,"(41.7788297, -87.6824247)"
Olive Branch Mission,Interim Housing,Homeless Services,Lamplight 2 Interim Housing,544 W 123RD ,544,W,123RD,,,Chicago,IL,60628,7736608622,,34,WEST PULLMAN,53,1174708.3989304,1823366.6865724,41.670703,-87.6362208,"(41.670703, -87.6362208)"
Neopolitan Lighthouse,Interim Housing,Homeless Services,Neopolitan Lighthouse,DV Shelter   ,,,,,,,,,,,,,,,,,,
Olive Branch Mission,Interim Housing,Homeless Services,Lamplight 3 Interim Housing for Families,6310 S CLAREMONT ,6310,S,CLAREMONT,,,Chicago,IL,60636,7734766200,31,16,CHICAGO LAWN,66,1161787.0227947,1862668.1277488,41.7788297,-87.6824247,"(41.7788297, -87.6824247)"
Olive Branch Mission,Interim Housing,Homeless Services,Life Transformation Interim Aviation,6310 S CLAREMONT ,6310,S,CLAREMONT,,,Chicago,IL,60636,7734766200,33,16,CHICAGO LAWN,66,1161787.0227947,1862668.1277488,41.7788297,-87.6824247,"(41.7788297, -87.6824247)"
Olive Branch Mission,Permanent Supportive Housing,Homeless Services,Branch of Love Permanent Supportive Services,2115 W 63RD ST,2115,W,63RD,ST,,Chicago,IL,60636,7739483004,13,16,WEST ENGLEWOOD,67,1163257.2028012,1862800.7066412,41.7791628,-87.6770312,"(41.7791628, -87.6770312)"
"Options for Housing, Inc.",Homeless Prevention,Homeless Services,Homeless Prevention Call Center,721 N LA SALLE ,721,N,LA SALLE,,,Chicago,IL,60654,3126557299,,2,NEAR NORTH SIDE,8,1175045.305944,1905316.6720378,41.8955751,-87.6325433,"(41.8955751, -87.6325433)"
Polish American Association,Basic Street Outreach,Homeless Services,Turning Point Basic Street Outreach,3834 N CICERO AVE,3834,N,CICERO,AVE,,Chicago,IL,60641,7734276316,,45,PORTAGE PARK,15,1143639.8421848,1925216.5248512,41.9508283,-87.7473896,"(41.9508283, -87.7473896)"
Polish American Association,Community Hospitality Center (Drop-In Centers),Homeless Services,Turning Point Basic Street Outreach,3834 N CICERO AVE,3834,N,CICERO,AVE,,Chicago,IL,60641,7734276316,,45,PORTAGE PARK,15,1143639.8421848,1925216.5248512,41.9508283,-87.7473896,"(41.9508283, -87.7473896)"
Primo Center For Women & Children,Interim Housing,Homeless Services,Interim Housing - Parkside,115 N PARKSIDE ,115,N,PARKSIDE,,,Chicago,IL,60644,7733791112,,29,AUSTIN,25,1138619.8796944,1900360.0980221,41.8827121,-87.7664469,"(41.8827121, -87.7664469)"
Primo Center For Women & Children,Interim Housing,Homeless Services,Interim Housing II,1609 S HOMAN ,1609,S,HOMAN,,,Chicago,IL,60623,3129539057,,24,NORTH LAWNDALE,29,1154006.2409097,1891724.7846039,41.8587231,-87.7101774,"(41.8587231, -87.7101774)"
ReVive Center for Housing and Healing,Shelter Plus Care,Homeless Services,Cressey House,1668 W OGDEN ,1668,W,OGDEN,,,Chicago,IL,60612,3129972222,241,27,NEAR WEST SIDE,28,1165223.3193082,1899333.5657969,41.8793714,-87.6687872,"(41.8793714, -87.6687872)"
Safer Foundation,Shelter Plus Care,Homeless Services,The Safer Foundation,571 W JACKSON ,571,W,JACKSON,,,Chicago,IL,60661,3129227665,,42,NEAR WEST SIDE,28,1172398.9219564,1898852.0804069,41.8778947,-87.6424539,"(41.8778947, -87.6424539)"
San Jose Obrero Mission,Interim Housing,Homeless Services,Families in Crisis,2408 S ALBANY ,2408,S,ALBANY,,,Chicago,IL,60623,7738011325,,12,SOUTH LAWNDALE,30,1156036.0303608,1887778.5045882,41.8478534,-87.7028331,"(41.8478534, -87.7028331)"
San Jose Obrero Mission,Interim Housing,Homeless Services,Men In Crisis,1856 S LOOMIS ,1856,S,LOOMIS,,,Chicago,IL,60608,3122434347,,25,LOWER WEST SIDE,31,1167296.3471398,1890889.9588937,41.8561572,-87.661418,"(41.8561572, -87.661418)"
Sarah's Circle,Community Hospitality Center (Drop-In Centers),Homeless Services,Daytime Outreach and Engagement Drop-in Center,4838 N SHERIDAN RD,4838,N,SHERIDAN,RD,,Chicago,IL,60640,7737281014,304,46,UPTOWN,3,1168716.2695124,1932489.0021365,41.9702767,-87.6549986,"(41.9702767, -87.6549986)"
Sarah's Circle,Interim Housing,Homeless Services,Interim Housing Program for Single Women in Uptown,4750 N SHERIDAN ,4750,N,SHERIDAN,,Suite 220,Chicago,IL,60640,7737281014,304,46,UPTOWN,3,1168730.2766929,1931933.6680382,41.9687526,-87.6549633,"(41.9687526, -87.6549633)"
Sarah's Circle,Shelter Plus Care,Homeless Services,Sarah's Circle,4838 N SHERIDAN ,4838,N,SHERIDAN,,,Chicago,IL,60640,7737281014,,46,UPTOWN,3,1168716.2695124,1932489.0021365,41.9702767,-87.6549986,"(41.9702767, -87.6549986)"
Single Room Housing Assistance Corporation,Interim Housing,Homeless Services,Interim Housing Program for Families,501 N CENTRAL ,501,N,CENTRAL,,,Chicago,IL,60644,3122121212,102,37,AUSTIN,25,1138987.2525001,1902793.7325937,41.8893836,-87.7650387,"(41.8893836, -87.7650387)"
St. Leonard's Ministries,Interim Housing,Homeless Services,Grace House -  St. Leonard's Ministries,1801 W ADAMS ,1801,W,ADAMS,,,Chicago,IL,60612,7737335363,13,27,NEAR WEST SIDE,28,1164420.1100809,1899085.4524571,41.8787076,-87.6717434,"(41.8787076, -87.6717434)"
St. Leonard's Ministries,Interim Housing,Homeless Services,St. Leonard's Men's Program,2100 W WARREN ,2100,W,WARREN,,,Chicago,IL,60612,3127381414,22,27,NEAR WEST SIDE,28,1162372.1245666,1900380.2528094,41.8823037,-87.679227,"(41.8823037, -87.679227)"
St. Leonard's Ministries,Shelter Plus Care,Homeless Services,St. Andrew's Court,2100 W WARREN BLVD,2100,W,WARREN,BLVD,,Chicago,IL,60612,3127381414,18,27,NEAR WEST SIDE,28,1162372.1245666,1900380.2528094,41.8823037,-87.679227,"(41.8823037, -87.679227)"
Teen Living Programs,Homeless Youth Engagement: Youth Drop-In Centers,Homeless Services,Drop-In Center,5500 S INDIANA ,5500,S,INDIANA,,,Chicago,IL,60637,7735484443,,20,WASHINGTON PARK,40,1178498.509274,1868463.3802352,41.794369,-87.6209833,"(41.794369, -87.6209833)"
Teen Living Programs,Project Based Transitional Housing,Homeless Services,Belfort Housed,3745 S INDIANA AVE.,3745,S,INDIANA,AVE.,,Chicago,IL,60653,7735484443,X336,3,DOUGLAS,35,1178260.6153561,1880019.7960755,41.8260862,-87.6215047,"(41.8260862, -87.6215047)"
Teen Living Programs,Scattered Site Transitional,Homeless Services,Clustered and Scattered Site Apts.,3750 S INDIANA ,3750,S,INDIANA,,,Chicago,IL,60653,7735484443,X336,3,DOUGLAS,35,1178180.4628485,1880024.9921834,41.8261023,-87.6217986,"(41.8261023, -87.6217986)"
Teen Living Programs,Youth Drop-In Center,Homeless Services,Drop-In Center,5500 S INDIANA AVE,5500,S,INDIANA,AVE,,Chicago,IL,60637,773 5484443,,20,WASHINGTON PARK,40,1178498.509274,1868463.3802352,41.794369,-87.6209833,"(41.794369, -87.6209833)"
Teen Living Programs,Youth Outreach Program,Homeless Services,Street and Community Outreach Program,3745 S INDIANA AVE,3745,S,INDIANA,AVE,,Chicago,IL,60653,773 5484443,,3,DOUGLAS,35,1178260.6153561,1880019.7960755,41.8260862,-87.6215047,"(41.8260862, -87.6215047)"
The Night Ministry,Homeless Youth Overnight Shelter: Low-Threshold,Homeless Services,The Night Ministry-The Crib,835 W ADDISON ,835,W,ADDISON,,,Chicago,IL,60613,7735063123,,44,LAKE VIEW,6,1169914.6718988,1924085.7312903,41.9471918,-87.6508381,"(41.9471918, -87.6508381)"
The Night Ministry,Interim Housing-Youth,Homeless Services,Interim Program at Open Door Shelter - West Town,1110 N NOBLE ,1110,N,NOBLE,,,Chicago,IL,60641,7735064103,,27,WEST TOWN,24,1166805.5243312,1907540.3368624,41.9018577,-87.6627421,"(41.9018577, -87.6627421)"
The Night Ministry,Low Threshold Youth Overnight Shelter,Homeless Services,The Night Ministry-The Crib,835 W ADDISON ,835,W,ADDISON,,,Chicago,IL,60657,7735063123,,44,LAKE VIEW,6,1169914.6718988,1924085.7312903,41.9471918,-87.6508381,"(41.9471918, -87.6508381)"
The Night Ministry,Youth Outreach Program,Homeless Services,Youth Outreach Team,3262 N CLARK ST,3262,N,CLARK,ST,,Chicago,IL,60657,7735063122,,44,LAKE VIEW,6,1169603.0893013,1921985.6788846,41.9414359,-87.6520448,"(41.9414359, -87.6520448)"
The Salvation Army,Basic Street Outreach,Homeless Services,Mobile Outreach,1515 W MONROE ST,1515,W,MONROE,ST,,Chicago,IL,60607,3124215753,7642,28,NEAR WEST SIDE,28,1166237.8195675,1899601.7219593,41.8800857,-87.6650544,"(41.8800857, -87.6650544)"
The Salvation Army,Interim Housing,Homeless Services,Evangeline Booth Lodge,800 W LAWRENCE ,800,W,LAWRENCE,,,Chicago,IL,60640,7732759383,,46,UPTOWN,3,1169963.5877196,1932128.7691103,41.9692611,-87.6504227,"(41.9692611, -87.6504227)"
Thresholds,Outreach and Engagement,Homeless Services,Thresholds-CTA Project,4646 N RAVENSWOOD ,4646,N,RAVENSWOOD,,,Chicago,IL,60613,7735725436,,47,LINCOLN SQUARE,4,1163340.5714886,1931073.6738096,41.9665081,-87.6748053,"(41.9665081, -87.6748053)"
Thresholds,Permanent Supportive Housing,Homeless Services,Street to Home,4101 N RAVENSWOOD AVE,4101,N,RAVENSWOOD,AVE,,Chicago,IL,60613,7735725132,,47,LAKE VIEW,6,1163670.7701551,1927305.0459022,41.9561599,-87.6736979,"(41.9561599, -87.6736979)"
Thresholds,Safe Havens Program,Homeless Services,Lawson Safe Haven,30 W CHICAGO AVE.,30,W,CHICAGO,AVE.,,Chicago,IL,60654,7735755436,,2,NEAR NORTH SIDE,8,1175884.3555521,1905758.9068798,41.8967697,-87.6294484,"(41.8967697, -87.6294484)"
Thresholds,Shelter Plus Care,Homeless Services,Arch,4101 N RAVENSWOOD ,4101,N,RAVENSWOOD,,,Chicago,IL,60613,7735725293,,47,LAKE VIEW,6,1163670.7701551,1927305.0459022,41.9561599,-87.6736979,"(41.9561599, -87.6736979)"
Thresholds,Shelter Plus Care,Homeless Services,Shelter Plus Care II,4101 N RAVENSWOOD ,4101,N,RAVENSWOOD,,,Chicago,IL,60613,7735725293,,47,LAKE VIEW,6,1163670.7701551,1927305.0459022,41.9561599,-87.6736979,"(41.9561599, -87.6736979)"
Thresholds,Shelter Plus Care,Homeless Services,Shelter Plus Care IV,4101 N RAVENSWOOD ,4101,N,RAVENSWOOD,,,Chicago,IL,60613,7735725293,,47,LAKE VIEW,6,1163670.7701551,1927305.0459022,41.9561599,-87.6736979,"(41.9561599, -87.6736979)"
Thresholds,Shelter Plus Care,Homeless Services,Thresholds III,4101 N RAVENSWOOD ,4101,N,RAVENSWOOD,,,Chicago,IL,60613,7735725293,,47,LAKE VIEW,6,1163670.7701551,1927305.0459022,41.9561599,-87.6736979,"(41.9561599, -87.6736979)"
Thresholds,Shelter Plus Care,Homeless Services,Thresholds V,4101 N RAVENSWOOD ,4101,N,RAVENSWOOD,,,Chicago,IL,60613,7735725293,,47,LAKE VIEW,6,1163670.7701551,1927305.0459022,41.9561599,-87.6736979,"(41.9561599, -87.6736979)"
Thresholds,Specialized Outreach and Engagement Services,Homeless Services,CTA Outreach Project,4646 N RAVENSWOOD AVE,4646,N,RAVENSWOOD,AVE,,Chicago,IL,60613,7735725436,,47,LINCOLN SQUARE,4,1163340.5714886,1931073.6738096,41.9665081,-87.6748053,"(41.9665081, -87.6748053)"
Thresholds,Specialized Servcies:  Clinical Services,Homeless Services,Bridge Homelessness,4101 N RAVENSWOOD AVE,4101,N,RAVENSWOOD,AVE,,Chicago,IL,60613,7735725361,,47,LAKE VIEW,6,1163670.7701551,1927305.0459022,41.9561599,-87.6736979,"(41.9561599, -87.6736979)"
Thresholds,Specialized Servcies:  Clinical Services,Homeless Services,Shelter Linkage,4101 N RAVENSWOOD AVE,4101,N,RAVENSWOOD,AVE,,Chicago,IL,60613,7735725436,,47,LAKE VIEW,6,1163670.7701551,1927305.0459022,41.9561599,-87.6736979,"(41.9561599, -87.6736979)"
"Unity Parenting and Counseling, Inc.",Homeless Youth Overnight Shelter: Low-Threshold,Homeless Services,Ujima Village,7320 S YALE ,7320,S,YALE,,,Chicago,IL,60621,3124550007,,6,GREATER GRAND CROSSING,69,1175852.8098099,1856324.6388117,41.7611187,-87.6310485,"(41.7611187, -87.6310485)"
"Unity Parenting and Counseling, Inc.",Low Threshold Youth Overnight Shelter,Homeless Services,Ujima Village,7320 S YALE ,7320,S,YALE,,,Chicago,IL,60621,3124550007,,6,GREATER GRAND CROSSING,69,1175852.8098099,1856324.6388117,41.7611187,-87.6310485,"(41.7611187, -87.6310485)"
"Unity Parenting and Counseling, Inc.",Project Based Transitional Housing,Homeless Services,Harmony Village,7701 S STEWART ,7701,S,STEWART,,,Chicago,IL,60620,7737839200,,17,GREATER GRAND CROSSING,69,1175000.0917443,1853873.6074429,41.7544118,-87.6342467,"(41.7544118, -87.6342467)"
Y M C A of Metropolitan Chicago,Interim Housing,Homeless Services,Independent Living Program,4251 W IRVING PARK ,4251,W,IRVING PARK,,,Chicago,IL,60641,7733262621,,45,IRVING PARK,16,1147137.5108845,1926200.3386161,41.9534616,-87.7345069,"(41.9534616, -87.7345069)"
Y M C A of Metropolitan Chicago,Permanent Supportive Housing,Homeless Services,Life Development Center,30 W CHICAGO AVE,30,W,CHICAGO,AVE,,Chicago,IL,60610,3125062686,,2,NEAR NORTH SIDE,8,1175884.3555521,1905758.9068798,41.8967697,-87.6294484,"(41.8967697, -87.6294484)"
You Can Make It,Interim Housing,Homeless Services,Homeless Services,5050-5052 S HOMAN ,,S,HOMAN,,,Chicago,IL,60609,7738909681,,14,GAGE PARK,63,1154524.7401736,1870718.1640807,41.8010679,-87.7088347,"(41.8010679, -87.7088347)"
You Can Make It,Interim Housing,Homeless Services,Homeless Services,5050-5052 S LAFLIN ,,S,LAFLIN,,,Chicago,IL,60609,7738909681,,20,NEW CITY,61,1167156.0644722,1871030.9414131,41.801665,-87.6625021,"(41.801665, -87.6625021)"
Center for Economic Progress,Tax Preparation Assistance,Human Services Delivery,Auburn Gresham Tax Site,7903 S RACINE ST,7903,S,RACINE,ST,,Chicago,IL,60620,3126300246,,17,AUBURN GRESHAM,71,1169733.9746041,1852375.9831164,41.750418,-87.6535887,"(41.750418, -87.6535887)"
Center for Economic Progress,Tax Preparation Assistance,Human Services Delivery,Dawson Technical Institute,3901 S STATE ST,3901,S,STATE,ST,,Chicago,IL,60609,3126300246,,3,GRAND BOULEVARD,38,1176966.5318409,1879111.0719413,41.8236219,-87.6262798,"(41.8236219, -87.6262798)"
Center for Economic Progress,Tax Preparation Assistance,Human Services Delivery,Harold Washington College,30 E LAKE ST,30,E,LAKE,ST,,Chicago,IL,60601,3126300246,,42,LOOP,32,1176622.1404494,1901789.9624112,41.8858621,-87.6268586,"(41.8858621, -87.6268586)"
Center for Economic Progress,Tax Preparation Assistance,Human Services Delivery,Insituto del Progreso Latino,2570 S BLUE ISLAND AVE,2570,S,BLUE ISLAND,AVE,,Chicago,IL,60608,3126300246,,25,LOWER WEST SIDE,31,1161156.1315655,1886950.6058843,41.8454768,-87.6840651,"(41.8454768, -87.6840651)"
Center for Economic Progress,Tax Preparation Assistance,Human Services Delivery,Kelly High School,4136 S CALIFORNIA AVE,4136,S,CALIFORNIA,AVE,,Chicago,IL,60632,3126300246,,12,BRIGHTON PARK,58,1158337.7855369,1877175.5764032,41.818711,-87.6946748,"(41.818711, -87.6946748)"
Center for Economic Progress,Tax Preparation Assistance,Human Services Delivery,Neighborhood Housing,3555 W OGDEN AVE,3555,W,OGDEN,AVE,,Chicago,IL,60623,3126300246,,24,NORTH LAWNDALE,29,1152877.5082558,1890203.3039555,41.8545704,-87.7143609,"(41.8545704, -87.7143609)"
Center for Economic Progress,Tax Preparation Assistance,Human Services Delivery,Truman College,1145 W WILSON AVE,1145,W,WILSON,AVE,,Chicago,IL,60640,3126300246,,46,UPTOWN,3,1167577.7700476,1930654.4719307,41.9652674,-87.659238,"(41.9652674, -87.659238)"
City-Wide Tax Assistance Program dba Ladder Up,Tax Preparation Assistance,Human Services Delivery,Austin Town Hall,5610 W LAKE ST,5610,W,LAKE,ST,,Chicago,IL,60644,3124660771,,29,AUSTIN,25,1138840.1680845,1902232.7554783,41.8878469,-87.7655924,"(41.8878469, -87.7655924)"
City-Wide Tax Assistance Program dba Ladder Up,Tax Preparation Assistance,Human Services Delivery,Benito Juarez Academy,1510 W CERMAK RD,1510,W,CERMAK,RD,,Chicago,IL,60608,3124660771,,25,LOWER WEST SIDE,31,1166572.9926714,1889544.8474987,41.8524816,-87.6641116,"(41.8524816, -87.6641116)"
City-Wide Tax Assistance Program dba Ladder Up,Tax Preparation Assistance,Human Services Delivery,"Gary Comer Youth Center, Inc",7200 S INGLESIDE AVE,7200,S,INGLESIDE,AVE,,Chicago,IL,60619,3124660771,,5,GREATER GRAND CROSSING,69,1183765.9796843,1857466.2034752,41.7640703,-87.6020108,"(41.7640703, -87.6020108)"
City-Wide Tax Assistance Program dba Ladder Up,Tax Preparation Assistance,Human Services Delivery,Harold Washington Library,400 S STATE ST,400,S,STATE,ST,,Chicago,IL,60605,3124660771,,4,LOOP,32,1176393.594936,1898508.4210574,41.8768625,-87.627797,"(41.8768625, -87.627797)"
City-Wide Tax Assistance Program dba Ladder Up,Tax Preparation Assistance,Human Services Delivery,Kennedy-King College,6301 S HALSTED ST,6301,S,HALSTED,ST,,Chicago,IL,60621,3124660771,,20,ENGLEWOOD,68,1172091.1504082,1863051.4584445,41.7796613,-87.6446377,"(41.7796613, -87.6446377)"
City-Wide Tax Assistance Program dba Ladder Up,Tax Preparation Assistance,Human Services Delivery,Northeastern IL,5500 N ST. LOUIS AVE,5500,N,ST. LOUIS,AVE,,Chicago,IL,60625,3124660771,,39,NORTH PARK,13,1152026.9288362,1936361.6287583,41.9812497,-87.7162638,"(41.9812497, -87.7162638)"
City-Wide Tax Assistance Program dba Ladder Up,Tax Preparation Assistance,Human Services Delivery,Olive-Harvey College,10001 S WOODLAWN AVE,10001,S,WOODLAWN,AVE,,Chicago,IL,60628,3124660771,,8,PULLMAN,50,1186575.8661499,1838846.029173,41.7129086,-87.5922997,"(41.7129086, -87.5922997)"
City-Wide Tax Assistance Program dba Ladder Up,Tax Preparation Assistance,Human Services Delivery,Roberto Clemente Academy,1147 N WESTERN AVE,1147,N,WESTERN,AVE,,Chicago,IL,60622,3124660771,,1,WEST TOWN,24,1160235.2062223,1907768.8768993,41.9026232,-87.6868693,"(41.9026232, -87.6868693)"
City-Wide Tax Assistance Program dba Ladder Up,Tax Preparation Assistance,Human Services Delivery,WIC Food Center Armitage,3110 W ARMITAGE AVE,3110,W,ARMITAGE,AVE,,Chicago,IL,60647,3124660771,,32,LOGAN SQUARE,22,1155050.7985724,1913158.52898,41.9175185,-87.7057678,"(41.9175185, -87.7057678)"
City-Wide Tax Assistance Program dba Ladder Up,Tax Preparation Assistance,Human Services Delivery,WIC Food Center Diversey,4622 W DIVERSEY AVE,4622,W,DIVERSEY,AVE,,Chicago,IL,60639,3124660771,,31,BELMONT CRAGIN,19,1144919.9919625,1918251.4789876,41.9316914,-87.7428601,"(41.9316914, -87.7428601)"
City-Wide Tax Assistance Program dba Ladder Up,Tax Preparation Assistance,Human Services Delivery,WIC Food Center Kedzie,2400 S KEDZIE AVE,2400,S,KEDZIE,AVE,,Chicago,IL,60623,3124660771,,12,SOUTH LAWNDALE,30,1155364.8188312,1887845.0841726,41.8480496,-87.7052947,"(41.8480496, -87.7052947)"
Dominican University,Early Childhood/Family Initiative,Children Services,Dominican University,7000 W DIVISION ST,7000,W,DIVISION,ST,,River Forest,IL,60305,7083662490,,,,,,,,,
City-Wide Tax Assistance Program dba Ladder Up,Tax Preparation Assistance,Human Services Delivery,WIC Food Center Western,5332 S WESTERN AVE,5332,S,WESTERN,AVE,,Chicago,IL,60609,3124660771,,15,GAGE PARK,63,1161240.1213197,1869107.4443769,41.7965114,-87.6842515,"(41.7965114, -87.6842515)"
City-Wide Tax Assistance Program dba Ladder Up,Tax Preparation Assistance,Human Services Delivery,Wilbur Wright College,4300 N NARRAGANSETT AVE,4300,N,NARRAGANSETT,AVE,,Chicago,IL,60634,3124660771,,38,DUNNING,17,1132868.9777513,1927958.7093882,41.9585483,-87.786919,"(41.9585483, -87.786919)"
