,facility_name,address,community_area,phone_number,zipcode,operation_time,longitude,latitude,x_coordinate,y_coordinate,service_type,notes
1137,Changing Worlds,3456 W 38TH ST,BRIGHTON PARK,7733091047,60632,,-87.7116088,41.8244055,1153706.8416962,1879216.7560451,family support (youth services),Out of School Time Programming - Year Round
1138,"Charles A. Hayes Family Investment Center, Inc.",4455 S DR MARTIN LUTHER KING JR DR,GRAND BOULEVARD,3124218040,60653,,-87.61654920000001,41.813215299999996,1179650.3669116998,1875340.9401526002,family support (youth services),Out of School Time Programming - Year Round
1139,Chicago Child Care Society,5467 S UNIVERSITY AVE,HYDE PARK,7736430452,60615,,-87.59795759999999,41.79613,1184771.8620411998,1869157.9456363,family support (youth services),Mentoring
1140,Chicago House and Social Service Agency,4631 N BEACON AVE,UPTOWN,7732485200,60640,,-87.663836,41.9662598,1166324.4650943,1931006.2937211997,family support (youth services),Out of School Time Programming - Year Round
1141,Chicago Lawndale AMACHI Mentoring Program,3508 W OGDEN AVE,NORTH LAWNDALE,7735219452,60623,,-87.7130229,41.8554039,1153239.8264113,1890509.6800018998,family support (youth services),Mentoring
1142,Chicago Training Center,2411 W 55TH ST,GAGE PARK,3123425241,60632,,-87.684513,41.7937492,1161176.413056,1868100.4103355,family support (youth services),Out of School Time Programming - Year Round
1143,Chicago Urban League,4150 S MICHIGAN AVE,GRAND BOULEVARD,7732855800,60653,,-87.6232323,41.8186559,1177812.1208174,1877308.3419351003,family support (youth services),Greencorps Program
1144,Chicago Urban League,845 W 69TH ST,ENGLEWOOD,7732855800,60621,,-87.64628509999999,41.7687016,1171673.7235309999,1859054.2285637,family support (youth services),Intensive Youth Services
1145,Chicago Urban League,4150 S MICHIGAN AVE,GRAND BOULEVARD,7732855800,60653,,-87.6232323,41.8186559,1177812.1208174,1877308.3419351003,family support (youth services),Out of School Time Programming - School Year Only
1146,Chicago Urban League,4150 S MICHIGAN AVE,GRAND BOULEVARD,7732855800,60653,,-87.6232323,41.8186559,1177812.1208174,1877308.3419351003,family support (youth services),RISE
1147,Chicago Urban League,4150 S MICHIGAN AVE,GRAND BOULEVARD,7732855800,60653,,-87.6232323,41.8186559,1177812.1208174,1877308.3419351003,family support (youth services),Summer Youth Employment Program
1148,Chicago West Community Music Center,100 S CENTRAL PARK AVE,EAST GARFIELD PARK,7083865315,60624,,-87.71599559999999,41.8794665,1152366.9252462,1899272.2125775001,family support (youth services),Out of School Time Programming - Summer Only
1149,Chicago Youth Boxing Club,2300 S MILLARD AVE,SOUTH LAWNDALE,7735654235,60623,,-87.7163078,41.849743700000005,1152359.7279371999,1888440.6536472,family support (youth services),Out of School Time Programming - Year Round
1150,Chicago Youth Centers ABC Polk Bros.,3415 W 13TH PL,NORTH LAWNDALE,7737625655,60623,,-87.71112629999999,41.8640187,1153733.7659838002,1893652.6361062,family support (youth services),CHA After School Program
1151,Chicago Youth Centers ABC Polk Bros.,3415 W 13TH PL,NORTH LAWNDALE,7737625655,60623,,-87.71112629999999,41.8640187,1153733.7659838002,1893652.6361062,family support (youth services),Out of School Time Programming - School Year Only
1152,Chicago Youth Centers Fellowship House,844 W 32ND ST,BRIDGEPORT,3123262282,60608,,-87.6480954,41.836543,1170982.8039793002,1883771.2793723,family support (youth services),Out of School Time Programming - School Year Only
1153,Chicago Youth Centers ABC Polk Bros.,3415 W 13TH PL,NORTH LAWNDALE,7737625655,60623,,-87.71112629999999,41.8640187,1153733.7659838002,1893652.6361062,family support (youth services),Out of School Time Programming - Year Round
1154,Chicago Youth Programs,5350 S PRAIRIE AVE,WASHINGTON PARK,7739240220,60615,,-87.6194266,41.796899200000006,1178915.3431270001,1869388.9150426004,family support (youth services),CHA After School Program
1155,Chicago Youth Programs,5350 S PRAIRIE AVE,WASHINGTON PARK,7739240220,60615,,-87.6194266,41.796899200000006,1178915.3431270001,1869388.9150426004,family support (youth services),Mentoring
1156,Child Link,1123 S WESTERN AVE,NEAR WEST SIDE,3123774735,60612,,-87.68591690000001,41.867636499999996,1160590.6837094,1895021.7206688998,family support (youth services),Behavioral Health Support (At-Risk Youth)
1157,Children's Home & Aid Society of Illinois,6201 S STEWARD AVE,ENGLEWOOD,7733687300,60636,,-87.63494159999999,41.7814927,1174730.3497811002,1863740.1248507,family support (youth services),Greencorps Program
1158,Children's Home & Aid Society of Illinois,6201 S STEWARD AVE,ENGLEWOOD,7733687300,60636,,-87.63494159999999,41.7814927,1174730.3497811002,1863740.1248507,family support (youth services),One Summer Chicago +PLUS Program
1159,Children's Home & Aid Society of Illinois,2040 W 62ND ST,WEST ENGLEWOOD,3124240200,60636,,-87.675556,41.7812526,1163653.744003,1863565.2740343001,family support (youth services),Out of School Time Programming - Year Round
1160,Children's Home & Aid Society of Illinois,5958 S MARSHFIELD AVE,WEST ENGLEWOOD,7733687300,60636,,-87.66571479999999,41.785002899999995,1166327.267763,1864952.5540249,family support (youth services),RISE
1161,Chinese American Service League (CASL),2141 S TAN CT,ARMOUR SQUARE,3127910418,60616,,-87.63561120000001,41.8544555,1174331.8372028,1890325.9409073996,family support (youth services),Out of School Time Programming - Year Round
1162,Chinese Mutual Aid Association,1016 W ARGYLE ST,UPTOWN,7737842900,60640,,-87.65567490000001,41.9734112,1168523.3172155002,1933629.7380667,family support (youth services),CHA After School Program
1163,Chinese Mutual Aid Association,1016 W ARGYLE ST,UPTOWN,7737842900,60640,,-87.65567490000001,41.9734112,1168523.3172155002,1933629.7380667,family support (youth services),Out of School Time Programming - Year Round
1164,Christopher House,1611 W DIVISION ST,WEST TOWN,7737694540,60622,,-87.66797820000001,41.9032305,1165376.1880354,1908029.5047604,family support (youth services),One Summer Chicago +PLUS Program
1165,Christopher House,3516 W SCHOOL ST,AVONDALE,7734721083,60618,,-87.715282,41.9411808,1152399.2038885,1921762.3122305,family support (youth services),Out of School Time Programming - Year Round
1166,CircEsteem,4730 N SHERIDAN RD,UPTOWN,7737324564,60640,,-87.654957,41.9681374,1168733.7679772,1931709.4970701,family support (youth services),Out of School Time Programming - School Year Only
1167,Community Assistance Programs - Halsted,11715 S HALSTED ST,WEST PULLMAN,7734681984,60628,,-87.6418786,41.681284999999995,1173131.6747695,1827210.1535014,family support (youth services),One Summer Chicago +PLUS Program
1168,"Community Help Center, Inc. dba Muslim Women Resource Center",6445 N WESTERN AVE,WEST RIDGE,7738907676,60645,,-87.6897705,41.9990607,1159181.5489112,1942905.0783961997,family support (youth services),Out of School Time Programming - Summer Only
1169,"Community Human Services, Inc",1945 W WILSON AVE,LINCOLN SQUARE,7734333245,60640,,-87.6779643,41.9650014,1162485.6650882,1930518.0180766003,family support (youth services),One Summer Chicago +PLUS Program
1170,Community Outreach Volunteers NFP,513 W 72ND ST,ENGLEWOOD,7734832233,60621,,-87.63762009999999,41.763374600000006,1174053.2250136998,1857132.1214522,family support (youth services),Out of School Time Programming - Summer Only
1171,Forward P.C.,3265 S ARMITAGE AVE,LOGAN SQUARE,7738624675,60647,,-87.70959620000001,41.9172593,1154009.5300903,1913056.4789065,family support (youth services),Out of School Time Programming - Summer Only
1172,Dime Child Foundation,1130 S WABASH ST,LOOP,3124610200,60605,,-87.6259904,41.86831970000001,1176911.2398921999,1895399.4685481002,family support (youth services),One Summer Chicago +PLUS Program
1173,Dime Child Foundation,5515 S LOWE AVE,ENGLEWOOD,7739282500,60621,,-87.6413449,41.793552899999995,1172948.5399689,1868120.6662832,family support (youth services),Out of School Time Programming - Summer and School Breaks
1174,Divine Purpose Youth Performing Arts Center,4628 W WASHINGTON BLVD,AUSTIN,3125280700,60644,,-87.7413932,41.8819711,1145444.1747031,1900136.1538391002,family support (youth services),Out of School Time Programming - School Year Only
1175,"DMI Information Processing Center, Inc.",5090 W HARRISON ST,AUSTIN,7737169733,60644,,-87.7527735,41.8730852,1142367.0390636001,1896876.9622749,family support (youth services),Out of School Time Programming - Year Round
1176,Douglas Park Youth Services,2700 W 24TH ST,SOUTH LAWNDALE,7737183556,60608,,-87.6930177,41.848405299999996,1158708.8311676001,1887999.4226512,family support (youth services),Out of School Time Programming - School Year Only
1177,East Village Youth Program,3643 W BELMONT AVE,AVONDALE,3122750440,60618,,-87.7191025,41.939084799999996,1151365.2538391,1920991.0365626998,family support (youth services),Out of School Time Programming - School Year Only
1178,ElevArte Community Studio,1119 W CULLERTON ST,LOWER WEST SIDE,3122267767,60608,,-87.6539095,41.8551254,1169344.8378211001,1890530.0744843998,family support (youth services),Out of School Time Programming - Year Round
1179,ElevArte Community Studio,1119 W CULLERTON ST,LOWER WEST SIDE,3122267767,60608,,-87.6539095,41.8551254,1169344.8378211001,1890530.0744843998,family support (youth services),Summer Youth Employment Program
1180,Empowerment Through Education And Exposure,5100 W HARRISON ST,AUSTIN,7734734650,60644,,-87.7533602,41.8730766,1142207.2608587,1896872.7643856998,family support (youth services),Summer Youth Employment Program
1181,Enlace Chicago,2756 S HARDING ,SOUTH LAWNDALE,7735429233,60623,,-87.7233804,41.840732200000005,1150456.1095925,1885143.1463448997,family support (youth services),Intensive Youth Services
1182,Erie Neighborhood House,1347 W ERIE ST,WEST TOWN,3125635800,60642,,-87.6614135,41.893321500000006,1167191.5668236,1904432.5806948002,family support (youth services),Out of School Time Programming - Year Round
1183,Family Cares (AFC) Mission,7859 S ASHLAND AVE,AUBURN GRESHAM,7737235400,60620,,-87.6632946,41.750451299999995,1167085.4000942,1852367.3577576,family support (youth services),Out of School Time Programming - Summer Only
1184,Family Focus - Lawndale,3517 W ARTHINGTON ST,NORTH LAWNDALE,3124215200,60624,,-87.71382220000001,41.8698554,1152984.0721088,1895774.2053985,family support (youth services),Out of School Time Programming - School Year Only
1185,"Family Focus, Inc. - Keeler Avenue",2121 N KEELER AVE,HERMOSA,3124215200,60639,,-87.73138370000001,41.919593400000004,1148073.7351096,1913864.6628375,family support (youth services),Out of School Time Programming - Year Round
1186,Family Matters,7731 N MARSHFIELD AVE,ROGERS PARK,7734656011,60626,,-87.6717408,42.0220679,1164017.568103,1951326.4007943,family support (youth services),Mentoring
1187,Family Matters,7731 N MARSHFIELD AVE,ROGERS PARK,7734656011,60626,,-87.6717408,42.0220679,1164017.568103,1951326.4007943,family support (youth services),Out of School Time Programming - School Year Only
1188,Fellowship Connection,2435 W DIVISION ST,WEST TOWN,7737721141,60622,,-87.6884757,41.9028921,1159797.1810158999,1907863.5745663003,family support (youth services),Mentoring
1189,Fellowship Connection,2435 W DIVISION ST,WEST TOWN,7737721141,60622,,-87.6884757,41.9028921,1159797.1810158999,1907863.5745663003,family support (youth services),Out of School Time Programming - Year Round
1190,Free Spirit Media,1327 W WASHINGTON ST,NEAR WEST SIDE,7735537600,60607,,-87.66068229999999,41.882813,1167420.6669643999,1900604.856834,family support (youth services),Summer Youth Employment Program
1191,"Gary Comer Youth Center, Inc",7200 S INGLESIDE AVE,GREATER GRAND CROSSING,7733584089,60619,,-87.6020108,41.7640703,1183765.9796843,1857466.2034751999,family support (youth services),Out of School Time Programming - Year Round
1192,"Gary Comer Youth Center, Inc",7200 S INGLESIDE AVE,GREATER GRAND CROSSING,7733584089,60619,,-87.6020108,41.7640703,1183765.9796843,1857466.2034751999,family support (youth services),Summer Youth Employment Program
1193,Lawrence Hall Youth Services,7059 N GREENVIEW ST,ROGERS PARK,7737693500,60626,,-87.6678186,42.0108612,1165115.0471858,1947250.8841168,family support (youth services),RISE
1194,Girl Scouts of Greater Chicago and Northwest Indiana,4247 W 31ST ST,SOUTH LAWNDALE,3124162500,60623,,-87.73107270000001,41.8366968,1148370.3410321001,1883657.8640712,family support (youth services),Out of School Time Programming - School Year Only
1195,Girls in the Game,2901 S POPLAR AVE,BRIDGEPORT,3126334263,60608,,-87.6495077,41.841349,1170584.0036574,1885519.5111417999,family support (youth services),Out of School Time Programming - School Year Only
1196,Girls of Grace Youth Center,1125 W 95TH ST,WASHINGTON HEIGHTS,3127894427,60643,,-87.65167149999999,41.7212453,1170341.3292361998,1841749.8915461998,family support (youth services),Out of School Time Programming - Summer Only
1197,Global Girls Inc.,8151 S SOUTH CHICAGO AVE,SOUTH CHICAGO,3127187278,60617,,-87.5785254,41.7465775,1190229.1274146999,1851147.3068503998,family support (youth services),CHA After School Program
1198,Global Girls Inc.,8151 S SOUTH CHICAGO AVE,SOUTH CHICAGO,3127187278,60617,,-87.5785254,41.7465775,1190229.1274146999,1851147.3068503998,family support (youth services),Out of School Time Programming - Year Round
1199,Heartland Human Care Services - 35th Street,1200 W 35TH ST,BRIDGEPORT,3126601341,60609,,-87.65581329999999,41.830728799999996,1168896.3318293002,1881635.9463663998,family support (youth services),Behavioral Health Support (At-Risk Youth)
1200,Heartland,33 W GRAND AVE,NEAR NORTH SIDE,3128704935,60654,,-87.6294864,41.8915385,1175889.6334253,1903852.5562983998,family support (youth services),Greencorps Program
1201,Heartland Human Care Services - Ravenswood Avenue,4419 N RAVENSWOOD AVE,UPTOWN,7732526729,60640,,-87.673846,41.9621282,1163613.7352022,1929479.6015653,family support (youth services),Out of School Time Programming - School Year Only
1202,Heartland Human Care Services,400 W 76TH ST,GREATER GRAND CROSSING,7734897304,60620,,-87.63450379999999,41.7563625,1174924.165057,1854583.8547936,family support (youth services),RISE
1203,Heartland Human Care Services,208 S LA SALLE ST,LOOP,7739247046,60604,,-87.6324304,41.879109899999996,1175125.0384254998,1899317.0360139,family support (youth services),Summer Youth Employment Program
1204,"Hektoen Institute For Medical Research, The",9 N CICERO AVE,AUSTIN,3128397896,60644,,-87.745143,41.880830700000004,1144425.8858673,1899713.5766579,family support (youth services),RISE
1205,Hispanic American Professionals,3265 S ARMITAGE AVE,LOGAN SQUARE,7738624675,60647,,-87.70959620000001,41.9172593,1154009.5300903,1913056.4789065,family support (youth services),Behavioral Health Support (At-Risk Youth)
